SITE_ACCOUNT_NUMBER,ACCOUNT_STATUS,FIRST_COMMUNICATION_DATE,UPGRADE_DATE,SERVICE_ PLAN,MODEL,SALES_CHANNEL,DIRECT_INDIRECT_CHANNEL,SALES_SOURCE,COMPANY_SOURCE_NAME,FIRST_NAME,LAST_NAME,ADDRESS,CITY,STATE,ZIPCODE,EMAIL_ADDRESS,FEEDBACK,SATELLITE,SITE_TYPE_DESC,WARRANTY_NAME,MOST_RECENT_SALES_CHANNEL,GENDER,DATE_OF_BIRTH,AGE,INCOME,MARITAL_STATUS,PRESENCE_OF_CHILDREN,COMPUTER_OWNER
AMR-15111734,Active,11/17/2001,3/30/2004,Power150,HN7000S,,Indirect,NCC,HNS Customers,Dannya,Wright,2553 BOX HILLS 0 0 0,HUTSONVILLE, IL,62433,Danny.Wright@compuserve.com,,SM5-VER-15K,Spaceway,0,DW6000 Upgrade,2,28-10-1941,71,4,2,0,N
AMR-15111735,Active,1/30/2002,10/7/2005,Elite,HN7000S,Sales Agents,Indirect,ACS Pre-Install,HNS Customers,Lyndaa,Blake,VIA HILLSIDE 782 0 0 0,GILLETTE, WY,82718,Lynda.Blake@aol.com,,G16-VER-21K,Spaceway,0,Direct,,6-5-1977,35,4,0,0,Y
AMR-15130725,Active,2/9/2002,12/11/2004,Power150,,,Direct,RS&I,HNS Customers,Rona,Hebert,3940 LAGUNA ST 0 0 0,N SALT LAKE, UT,84054,Ron.Hebert@geeksquad.com,GOOD,HZN2-VER-5K,Broadband Remote,0,Retail       ,1,16-11-1987,25,6,0,,
AMR-15131626,Active,3/7/2001,2/11/2004,Pro,HN7000S,Web orders,Direct,NRTC,HNS Customers,John,Starkebaum,3365 NEWTON 18 0 0 0,FORT PIERCE, FL,34946,John.Starkebaum@geeksquad.com,,SM5-HOR-14K,Broadband Remote,0,Retail       ,2,4-2-1962,50,3,1,1,
AMR-15132040,Active,12/3/2001,3/1/2004,Elite,HN7000S,Call Center,Indirect,Hughes Web Order,HNS Customers,Clifforda,KRUM,12 HONEY DR RD 0 0,TUSTIN, CA,92780,Clifford.KRUM@geeksquad.com,BAD,SPACEWAY3,Spaceway,0,Retail,1,19-10-1956,56,0,1,1,N
AMR-15136373,Active,9/23/2001,3/12/2004,,DW7000,,Indirect,Perfect 10,HNS Customers,Paul,Burr,197 STATE DR DR. 0 0,GAITHERSBURG, MD,20882,Paul.Burr@compuserve.com,,,Broadband Remote,0,DW6000 Upgrade,2,2-8-1949,63,5,1,0,
AMR-15148897,Active,9/25/2001,2/28/2005,Elite,HN7000S,Call Center,Indirect,,HNS Customers,Dominica,Frontiere,280  19 CALLE LOBO ROAD,N SALT LAKE, UT,84054,dfrontiere@hughes.net,GOOD,AM9-VER-2K ,Broadband Remote,,DW6000 Upgrade,1,.,.,,0,,
AMR-15149993,Active,4/15/2002,11/28/2005,Elite,,Call Center,Indirect,AmericanSat,HNS Customers,Lloyd,Kelley,60 S RDG 0 0 0,SHERWOOD, OR,97140,Lloyd.Kelley@gmail.com,GOOD,SPACEWAY3,Broadband Remote,0,Direct,1,25-6-1982,30,9,0,0,N
AMR-15150815,Active,4/14/2002,10/9/2004,Home,HN9000,,Indirect,RS&I,HNS Customers,Thomas,Butehorn,130 VALLEY VALLEY RD 0 0,RELIANCE, TN,37369,Thomas.Butehorn@yahoo.com,GOOD,AM6-HOR-21K,Broadband Remote,0,DW6000 Upgrade,2,28-9-1989,23,6,1,0,N
AMR-15154880,Active,3/20/2002,8/18/2005,Basic_Ltd,HN7000S,,Indirect,TAG,HNS Customers,Neal,Carlisle,7426 BOX COUNTY 0 0 0,ROGERS, AR,72756,Neal.Carlisle@yahoo.com,BAD,SM5-VER-15K,Broadband Remote,0,Retail,1,25-9-1975,37,0,1,0,N
AMR-15155846,Active,4/9/2002,1/23/2006,Elite,HN9000,Call Center,Direct,NCC,HNS Customers,Nelson,Taylor,W2354 GAELIC 1065 0 0 0,BANNING, CA,92220,Nelson.Taylor@wexzone.com,GOOD,SPACEWAY3,Broadband Remote,0,Dealer-Generated Sale,1,3-3-1960,52,8,1,1,
AMR-15159850,Active,6/7/2001,5/28/2003,Power150,UNK,Sales Agents,Direct,RS&I,HNS Customers,Jamesa,Sesha,1013 COUNTY INDIAN DR. 0 0,CUSHING, OK,74023,James.Sesha@rossaweb.net,GOOD,AM6-HOR-21K,Spaceway,0,DW6000 Upgrade,1,21-7-1947,65,5,0,0,Y
AMR-15162852,Active,2/15/2002,2/28/2005,Pro,HN9000,Sales Agents,Indirect,NCC,HNS Customers,Charles,EXCHANGE,328 COACHMANS DR 308 0 0,SUNBURG, MN,56289,Charles.EXCHANGE@rossaweb.net,GOOD,0,Spaceway,0,Direct,1,26-11-1954,58,5,0,0,N
AMR-15165497,Active,7/16/2001,1/21/2005,Pro,HN9000,,Indirect,AmericanSat,HNS Customers,Jackman,Vodrey,50679 MIDLAND FREDERICKTOWN RD,PURCELLVILLE, VA,20132,jackman@vodrey.org,GOOD,SPACEWAY3,Spaceway,,DPC Classic upgrade,1,17-4-1936,76,3,1,0,N
AMR-15176218,Active,4/11/2002,4/21/2004,,DW7000,Vars,Indirect,AmericanSat,HNS Customers,Carolyna,Riley,8420 AMSTERDAM LUIS RD 0 0,BURNET, TX,78611,Carolyn.Riley@sipnsearch.com,,HZN2-VER-4K,Broadband Remote,0,HN7000 Upgrade,2,4-3-1986,26,6,1,0,N
AMR-15177178,Active,4/1/2002,11/2/2004,Basic_Ltd,DW4020,Vars,Indirect,TAG,HNS Customers,Randy,Gilchrist,11321 SPRING 240 0 0 0,MILTON, WV,25541,Randy.Gilchrist@sipnsearch.com,,SM5-VER-1K,Broadband Remote,0,Dealer-Generated Sale,1,3-1-1990,22,3,0,0,N
AMR-15181192,Active,2/17/2003,7/31/2004,Home,HN7000S,Call Center,Indirect,AmericanSat,HNS Customers,Henrya,Jyotinagaram,3036 STEDMAN LN 0 0 0,BESSEMER, AL,35023,Henry.Jyotinagaram@yahoo.com,GOOD,G17-HOR-6K,Spaceway,0,Retail       ,2,14-10-1973,39,6,1,1,N
AMR-15183139,Active,4/10/2002,5/19/2006,Pro,HN9000,Retail/others,Indirect,NCC,HNS Customers,Joel,Hebert,13408 WINCHESTER BOX E 0 0,GLENWOOD SPGS, CO,81601,Joel.Hebert@wexzone.com,,G17-HOR-6K,Broadband Remote,0,Dealer-Generated Sale,,4-6-1986,26,9,1,1,N
AMR-15184177,Active,12/4/2001,4/3/2004,Proplus,HN9000,,Indirect,Hughes Web Order,HNS Customers,Dwight,Risko,626 MARSH ROCK 0 0 0,BOWLING GREEN, KY,42103,Dwight.Risko@geeksquad.com,BAD,SM5-VER-7K,Broadband Remote,0,Classic Migration,1,9-6-1956,56,7,0,0,Y
AMR-15185884,Active,3/12/2002,4/6/2004,Pro,HN7000S,Sales Agents,Indirect,ACS Pre-Install,HNS Customers,Linda,Kline,PO BOX 240 WEST 0 0,SAN ANTONIO, TX,78278,Linda.Kline@compuserve.com,,SPACEWAY3,Spaceway,0,Dealer-Generated Sale,1,17-10-1982,30,0,1,0,N
AMR-15187167,Active,12/28/2001,12/23/2005,Elite,UNK,,Indirect,TAG,HNS Customers,Kennetha,Weisgerber,19271 ROAD POWERS 0 0 0,ALBION, CA,95410,Kenneth.Weisgerber@geeksquad.com,GOOD,0,Broadband Remote,0,Dealer-Generated Sale,1,4-1-1978,34,4,0,0,N
AMR-15188731,Active,4/16/2002,4/24/2004,Elite,UNK,Sales Agents,Indirect,Best Buy,HNS Customers,Margareta,SLETTEN,38509 BOX ROAD MOUNTAIN 0 0,BATTLE GROUND, WA,98604,Margaret.SLETTEN@compuserve.com,,SM5-VER-5K,Broadband Remote,0,Dealer-Generated Sale,1,23-10-1964,48,9,1,1,N
AMR-15193126,Active,10/2/2001,10/6/2003,Elite,HN7000S,Call Center,Indirect,Perfect 10,HNS Customers,William,Ritton,4757 COUNTY STRAIT RD 0 0,BESSEMER, AL,35023,William.Ritton@sipnsearch.com,GOOD,AM6-HOR-21K,Broadband Remote,0,Retail       ,,8-11-1976,36,2,0,,Y
AMR-15199961,Active,2/19/2002,8/10/2003,,HN7000S,,Indirect,InfoDish,HNS Customers,Freddiea,Johnson,16711 BOX RD 0 0 0,MOUNTAIN CENTER, CA,92561,Freddie.Johnson@wexzone.com,BAD,SM5-VER-7K,Broadband Remote,0,Direct,1,4-5-1989,23,6,0,0,
AMR-15201116,Active,1/13/2002,10/9/2004,Pro,HN7000S,Vars,Indirect,TAG,HNS Customers,Kennetha,Weaver,14369 TR DR RD 0 0,BENSON, AZ,85602,Kenneth.Weaver@hughes.net,GOOD,SM5-VER-5K,Broadband Remote,0,DW7000 Upgrade,1,28-9-1972,40,6,2,0,N
AMR-15207275,Active,8/13/2001,11/30/2003,Elite,,,Indirect,TAG,HNS Customers,Jamesa,Price,211 FERTILE RD 0 E 0,SHARON SPGS, NY,13459,James.Price@hughes.net,BAD,SM5-VER-7K,Broadband Remote,0,DW6000 Upgrade,,7-7-1986,26,3,1,0,N
AMR-15217911,Active,4/2/2002,3/13/2005,Pro,HN7000S,,Indirect,Perfect 10,HNS Customers,Kennetha,Julian,7471 ROGERS 240 0 0 0,EDGAR, WI,54426,Kenneth.Julian@rossaweb.net,GOOD,HZN-VER-6K,Broadband Remote,0,DW6000 Upgrade,2,16-7-1984,28,0,1,1,
AMR-15222469,Active,4/1/2002,10/3/2004,Home,HN7000S,Call Center,Indirect,Hughes Internal Sales,HNS Customers,Gerald,Curtis,3901 LANDMARK RD 0 0 0,CARTHAGE, TX,75633,Gerald.Curtis@geeksquad.com,BAD,SM5-VER-5K,Broadband Remote,0,HN7000 Upgrade,2,18-12-1984,28,3,1,0,
AMR-15222981,Active,3/25/2002,3/19/2005,Proplus,HN7000S,Retail/others,Direct,ACS,HNS Customers,Joe,VOLKE,1372 GEORGE 878 RD 0 0,YORKVILLE, CA,95425,Joe.VOLKE@yahoo.com,,HZN2-VER-4K,Broadband Remote,0,Direct,1,12-1-1955,57,6,1,1,N
AMR-15225503,Active,1/31/2002,9/14/2004,Proplus,DW7000,Call Center,Direct,,HNS Customers,Marty,Julian,PO NW 475 RD 0 0,GERMANTOWN, MD,20876,Marty.Julian@sipnsearch.com,,G17-HOR-6K,Broadband Remote,0,DW6000 Upgrade,1,17-9-1979,33,3,0,0,N
AMR-15226516,Active,10/13/2001,5/14/2004,Power150,DW4000,,Direct,J & L AND SONS CUSTOM INSTALLATIONS INC,HNS Customers,Brucea,Zapata,405 COUNTY RD 0 0 0,ATTICA, IN,47918,Bruce.Zapata@aol.com,BAD,HZN2-VER-5K,Broadband Remote,0,DW6000 Upgrade,2,1-10-1963,49,3,1,1,N
AMR-15228720,Active,3/21/2002,6/11/2004,Home,UNK,Vars,Indirect,Hughes Web Order,HNS Customers,Loren,Mott,4963 BOX RD 0 0 0,SKILLMAN, NJ,8558,Loren.Mott@wexzone.com,BAD,SM5-VER-5K,Broadband Remote,0,Dealer-Generated Sale,,17-12-1968,44,0,2,0,N
AMR-15235920,Active,1/14/2002,7/31/2003,Proplus,HN7000S,Sales Agents,Indirect,Hughes Web Order,HNS Customers,Peter,Williams,29906 FM 781046 0 0 0,BERLIN, MI,48002,Peter.Williams@hotmail.com,BAD,SM6-VER-2K,Broadband Remote,0,DW7000 Upgrade,,18-11-1985,27,0,1,1,N
AMR-15237647,Active,3/28/2002,1/29/2006,Basic_Ltd,HN7000S,Call Center,Direct,AmericanSat,HNS Customers,Joe,ENTERPRISES,12303 FISHER 664 RD 0 0,MURRIETA, CA,92562,Joe.ENTERPRISES@wexzone.com,GOOD,SM5-HOR-6K,Spaceway,0,Dealer-Generated Sale,1,23-3-1990,22,4,0,0,N
AMR-15241507,Active,4/16/2002,2/18/2005,Proplus,HN9000,Vars,Direct,NCC,HNS Customers,Michael,Graham,PO RIVER STREETURB. 0 0 0,GEORGE WEST, TX,78022,Michael.Graham@compuserve.com,GOOD,SM5-HOR-14K,Broadband Remote,0,National Sales,1,26-9-1986,26,4,,1,N
AMR-15242929,Active,3/21/2002,11/1/2003,,HN9000,,Indirect,ACS,HNS Customers,Intermounta,Sjoberg,1915 BOX DUCK PRIVATE 0 0,BIRDS LANDING, CA,94512,Intermount.Sjoberg@gmail.com,GOOD,SPACEWAY3,Broadband Remote,0,DPC Classic upgrade,2,10-3-1983,29,0,1,1,N
AMR-15247189,Active,3/28/2002,2/10/2004,,,Retail/others,Indirect,InfoDish,HNS Customers,Billy,Garcia,610 BONER ST 0 0 0,ACTON, CA,93510,Billy.Garcia@wexzone.com,BAD,SM5-VER-7K,Broadband Remote,0,Dealer-Generated Sale,,15-4-1950,62,6,0,0,N
AMR-15255740,Active,6/19/2001,4/7/2005,Basic,DW6000,Sales Agents,Indirect,Perfect 10,HNS Customers,Michael,Allison,58650 CALEDON 18 CREEK RD 0,FIRESTONE, CO,80504,Michael.Allison@wexzone.com,GOOD,0,Spaceway,0,Direct,1,9-9-1981,31,0,2,1,
AMR-15257067,Active,8/20/2001,8/18/2005,Elite,UNK,Call Center,Indirect,TAG,HNS Customers,Yancey,Vaught,22935 SAINT CT. 0 0 0,AMERICAN FALLS, ID,83211,Yancey.Vaught@geeksquad.com,BAD,SM5-VER-1K,Broadband Remote,0,Retail       ,1,8-1-1949,63,0,1,0,
AMR-15258022,Active,2/8/2002,2/13/2005,Basic,HN7000S,Sales Agents,Indirect,Hughes Web Order,HNS Customers,Dick,Cook,2352 ROBINSON MOUNTAIN 0 0 0,TENN COLONY, TX,75861,Dick.Cook@compuserve.com,BAD,G17-HOR-6K,Spaceway,0,Retail       ,1,10-8-1984,28,3,1,1,
AMR-15260048,Active,8/13/2001,2/25/2003,Basic_Ltd,HN9000,Sales Agents,Direct,NCC,HNS Customers,Kena,KRUM,3905 BOX 8455 RD 212 0,EUREKA, CA,95503,Ken.KRUM@sipnsearch.com,GOOD,SM5-VER-7K,Broadband Remote,0,DPC Classic upgrade,1,20-10-1963,49,0,0,0,N
AMR-15260453,Active,2/2/2002,8/29/2003,Pro,HN7000S,Sales Agents,Indirect,PEGASUS BROADBAND COMMUNICATIO,HNS Customers,Deepak,Madsen,9414 C.R. NOLAN 0 0 0,ROBINSON, IL,62454,Deepak.Madsen@aol.com,BAD,G17-HOR-6K,Broadband Remote,0,Dealer-Generated Sale,2,16-3-1987,25,6,0,0,Y
AMR-15265242,Active,11/6/2001,5/14/2004,Pro,HN7000S,Web orders,Indirect,Hughes Web Order,HNS Customers,Eric,Wright,449 HUFFMAN 17 0 0 LOT,WICOMICO CHURCH, VA,22579,Eric.Wright@wexzone.com,BAD,G17-HOR-6K,Spaceway,0,DPC Classic upgrade,2,25-1-1982,30,3,1,1,N
AMR-15265699,Active,10/17/2001,6/15/2003,Basic,HN9000,,Indirect,LiveBridge Communications LLC,HNS Customers,Edwarda,Gray,2510 BOX DR 0 0 0,MOSINEE, WI,54455,Edward.Gray@rossaweb.net,BAD,0,Broadband Remote,0,HN9000 Upgrade,2,3-2-1986,26,5,1,0,N
AMR-15269898,Active,2/26/2002,6/3/2004,Pro,UNK,Sales Agents,Direct,Hughes Web Order,HNS Customers,Kory,Atiyeh,5993 VALLEY DR NE 0 0,PARON, AR,72122,Kory.Atiyeh@hotmail.com,BAD,SM5-VER-1K,Broadband Remote,0,HN7000 Upgrade,2,15-4-1951,61,5,1,1,N
AMR-15275749,Active,4/16/2002,5/28/2004,Basic_Ltd,HN7000S,Vars,Indirect,Hughes Web Order,HNS Customers,Darlaa,Goulet,13408 COUNTY DR AVENUE 0 0,HOTEVILLA, AZ,86030,Darla.Goulet@geeksquad.com,BAD,G16-HOR-8K,Broadband Remote,0,DW7000 Upgrade,2,8-1-1968,44,0,1,0,
AMR-15284618,Active,1/21/2002,10/27/2005,,HN9000,,Indirect,ACS,HNS Customers,DAVIDa,Jacobs,656 STARDUST RD 0 0 0,GATESVILLE, TX,76528,DAVID.Jacobs@geeksquad.com,GOOD,0,Broadband Remote,0,HN7000 Upgrade,2,14-8-1966,46,0,1,0,N
AMR-15287694,Active,2/14/2002,4/4/2004,Elite,HN9000,Vars,Indirect,Hughes Web Order,HNS Customers,Johna,PERRINE,122 DRACO 4606 RD 0 0,SAINT MARIES, ID,83861,John.PERRINE@gmail.com,BAD,SM5-VER-1K,Broadband Remote,0,Retail       ,1,14-10-1987,25,6,1,0,N
AMR-15294353,Active,4/2/2002,1/31/2004,Pro,HN7000S,Call Center,Indirect,InfoDish,HNS Customers,Anna,Cahill,W8782 COUNTY FARM 0 0 0,PAULS VALLEY, OK,73075,Ann.Cahill@rossaweb.net,BAD,,Broadband Remote,0,HN9000 Upgrade,2,27-10-1969,43,0,1,0,N
AMR-15294808,Active,12/19/2001,11/13/2003,Proplus,DW4020,Sales Agents,Direct,RS&I,HNS Customers,Richard,Rowley,2360 S RD DR 0 0,ROSEBURG, OR,97471,Richard.Rowley@sipnsearch.com,BAD,SPACEWAY3,Spaceway,0,Direct,1,11-6-1974,38,2,0,0,N
AMR-15296770,Active,2/2/2002,3/27/2004,Home,HN7000S,,Direct,Verisign Web Ordering,HNS Customers,Charles,Farris,13960 EVELYN ST 0 0 0,PARKER, CO,80134,Charles.Farris@geeksquad.com,BAD,G17-HOR-2K,Spaceway,0,DW6000 Upgrade,2,8-6-1972,40,5,1,0,N
AMR-15304578,Active,2/1/2002,8/21/2005,Basic,HN7000S,Call Center,Indirect,ValueElectronics,HNS Customers,Denise,Thomas,12195 MORRISON POWERS 0 0 0,WOODLAND PARK, CO,80863,Denise.Thomas@sipnsearch.com,GOOD,SM5-VER-1K,Broadband Remote,0,HN7000 Upgrade,2,28-11-1984,28,0,0,,
AMR-15306706,Active,10/20/2001,7/29/2005,Pro,HN9000,,Indirect,NCC,HNS Customers,Leroy,Sohre,W2354 SPRING LANE CT,SHOW LOW, AZ,85901,lsohre@hotmail.com,,SPACEWAY3,Spaceway,,DW6000 Upgrade,2,17-12-1948,64,5,1,0,N
AMR-15307391,Active,1/15/2002,1/5/2006,Basic,UNK,Retail/others,Indirect,ACS Pre-Install,HNS Customers,Steve,Phillips,7154 BLISS MOUNTAIN DR 0 0,BARNHART, MO,63012,Steve.Phillips@aol.com,,HZN2-VER-4K,Broadband Remote,0,Direct,2,25-5-1960,52,0,2,0,N
AMR-15315327,Active,10/16/2002,10/23/2004,Home,,Web orders,Indirect,Hughes Web Order,HNS Customers,Ron,Price,1502 MADISON MOUNTAIN 0 0 0,HOPKINS, MI,49328,Ron.Price@hughes.net,BAD,SM5-HOR-6K,Spaceway,0,HN9000 Upgrade,1,20-12-1977,35,6,1,1,N
AMR-15315948,Active,11/24/2001,1/9/2005,Home,,Web orders,Indirect,TAG,HNS Customers,Steven,Christensen,33 COUNTY 66 DR 0 0,SUSQUEHANNA, PA,18847,Steven.Christensen@hotmail.com,BAD,SM5-VER-7K,Broadband Remote,0,Classic Migration,,24-8-1947,65,0,1,0,
AMR-15317350,Active,11/5/2001,2/18/2004,Elite,DW6000,Retail/others,Direct,ValueElectronics,HNS Customers,Norman,FEHT,5143 COUNTY HLS 0 0 0,NEVADA CITY, CA,95959,Norman.FEHT@rossaweb.net,,HZN2-VER-5K,Broadband Remote,0,DW6000 Upgrade,,6-1-1970,42,0,1,1,N
AMR-15321706,Active,3/11/2002,7/27/2004,Elite,HN7000S,,Indirect,AmericanSat,HNS Customers,JAMES,LUPTON,26616 CULL DRIVE 0 1109 0,ZANESVILLE, OH,43701,JAMES.LUPTON@hotmail.com,,SM5-VER-7K,Broadband Remote,0,DW6000 Upgrade,,2-6-1986,26,D,0,0,Y
AMR-15322909,Active,9/24/2002,7/29/2005,Power150,HN7000S,,Indirect,Perfect 10,HNS Customers,Terry,Marcum,534 SANDIFER RD,WILSONVILLE, AL,35186,marcum@hughes.net,GOOD,AM9-VER-2K ,Broadband Remote,,UNKNOWN,1,15-11-1968,44,7,1,1,N
AMR-15323003,Active,2/5/2002,1/1/2006,,DW4000,Call Center,Direct,ACS,HNS Customers,Davida,Urso,95 CEDAR WEST 214-2192600 0 0,HIBBING, MN,55746,David.Urso@geeksquad.com,GOOD,SM5-HOR-14K,Broadband Remote,0,Retail       ,2,1-8-1990,22,6,1,1,Y
AMR-15331729,Active,3/25/2002,11/10/2004,Proplus,UNK,,Direct,RS&I,HNS Customers,Joea,Elwanda Olan,220 BONER 607 0 0 0,BUENA VISTA, CO,81211,Joe.Elwanda Olan@sipnsearch.com,GOOD,SM5-VER-5K,Broadband Remote,0,HN7000 Upgrade,2,9-4-1951,61,5,1,1,
AMR-15333584,Active,12/10/2001,5/1/2005,Proplus,HN7000S,Retail/others,Indirect,AmericanSat,HNS Customers,Dale,Gaines,100 SHULER BOX ROAD 0 0,MANCHESTER, MI,48158,Dale.Gaines@gmail.com,,HZN2-VER-4K,Broadband Remote,0,Retail       ,1,13-10-1938,74,5,1,0,N
AMR-15336239,Active,1/13/2002,11/12/2004,Elite,HN7000S,,Indirect,Hughes Web Order,HNS Customers,Darna,KINDALL,6908 GRAND BOX 0 0 0,LAYTONVILLE, CA,95454,Darna.KINDALL@geeksquad.com,BAD,SPACEWAY3,Broadband Remote,0,DW6000 Upgrade,1,25-12-1966,46,6,0,,N
AMR-15348733,Active,12/1/2001,4/29/2005,Elite,HN7000S,Web orders,Direct,AmericanSat,HNS Customers,William,HOULIS,HC BOX 329 0 0 0,CLEVELAND, TN,37323,William.HOULIS@sipnsearch.com,GOOD,SM5-HOR-14K,Broadband Remote,0,HN7000 Upgrade,2,9-2-1983,29,6,0,0,N
AMR-15351940,Active,5/29/2001,12/7/2004,Proplus,HN7000S,,Indirect,Best Buy,HNS Customers,Dawna,Defluri,10421 JETER RIDGE LN 0 0,MENA, AR,71953,Dawn.Defluri@gmail.com,BAD,SM5-VER-15K,Spaceway,0,HN7000 Upgrade,,17-12-1986,26,5,2,1,Y
AMR-15355067,Active,3/13/2002,8/5/2003,Pro,HN9000,Sales Agents,Direct,Hughes Web Order,HNS Customers,Richard,CARE,11325 SHULER RD 0 4 0,BERKLEY, MI,48072,Richard.CARE@hughes.net,BAD,,Broadband Remote,0,Dealer-Generated Sale,2,18-7-1964,48,6,1,0,N
AMR-15357600,Active,11/1/2001,7/3/2005,Proplus,HN7000S,,Direct,RS&I,HNS Customers,Kevin,Despain,1700 COUNTRY 0 0 0 0,CARUTHERSVLLE, MO,63830,Kevin.Despain@gmail.com,,SM5-VER-1K,Broadband Remote,0,National Sales,1,3-6-1973,39,7,1,0,
AMR-15358554,Active,8/19/2001,1/9/2003,Power150,HN7000S,Sales Agents,Direct,Hughes Web Order,HNS Customers,Brucea,Neal,2505 PLATT AVE 0 0 0,WURTSBORO, NY,12790,Bruce.Neal@hotmail.com,BAD,,Broadband Remote,0,Retail       ,1,9-5-1969,43,0,0,0,N
AMR-15360244,Active,4/24/2002,5/17/2004,Power150,HN7000S,Retail/others,Direct,TAG,HNS Customers,David,Oliver,PO RAINBOW 45 0 0 0,BOONE, IA,50036,David.Oliver@hotmail.com,GOOD,AM9-VER-2K ,Broadband Remote,0,DW6000 Upgrade,1,12-3-1958,54,5,0,,N
AMR-15364248,Active,3/9/2002,11/10/2005,Proplus,UNK,,Indirect,TAG,HNS Customers,Warren,BURGER,94408 CARPENTER JETTON 308 212 0,BOALSBURG, PA,16827,Warren.BURGER@gmail.com,GOOD,0,Broadband Remote,0,Retail       ,2,7-10-1964,48,7,1,0,
AMR-15366823,Active,2/18/2002,9/12/2005,Basic,HN7000S,Retail/others,Indirect,TAG,HNS Customers,Michael,Russell,780 61 ROAD RD 0 0,SUNNYSIDE, WA,98944,Michael.Russell@hotmail.com,GOOD,SM5-VER-5K,Spaceway,0,DW6000 Upgrade,2,10-2-1978,34,5,1,0,
AMR-15368638,Active,2/7/2002,5/28/2005,Proplus,HN7000S,,Indirect,Hughes Web Order,HNS Customers,Dawna,Gebura,10200 CULL NECK RD 0 0,LAMAR, MS,38642,Dawn.Gebura@rossaweb.net,BAD,SM5-HOR-14K,Broadband Remote,0,DW6000 Upgrade,,7-3-1989,23,0,1,1,N
AMR-15370086,Active,10/23/2001,9/20/2005,Power150,HN7000S,,Indirect,TAG,HNS Customers,Kathy,Stuart,2206 FALLEN LAKESHORE ST RD 0,RENSSELAERVILLE, NY,12147,Kathy.Stuart@compuserve.com,BAD,0,Broadband Remote,0,Direct,1,25-7-1967,45,0,0,,N
AMR-15370421,Active,12/16/2001,5/23/2005,Pro,DW4000,Retail/others,Indirect,Hughes Web Order,HNS Customers,Rhodaa,STITT,48908 HARTLAKE RD ST 0 0,PINE GROVE, PA,17963,Rhoda.STITT@hotmail.com,BAD,SM5-VER-7K,Broadband Remote,0,UNKNOWN,1,4-7-1971,41,7,0,0,Y
AMR-15371284,Active,1/14/2002,2/9/2005,Proplus,HN9000,,Indirect,Hughes Web Order,HNS Customers,MARCIAa,Hagins,25 HARTLAKE ALEXANDER STE 0 0,TEHACHAPI, CA,93561,MARCIA.Hagins@geeksquad.com,BAD,AM9-VER-2K ,Broadband Remote,0,Retail       ,1,21-1-1987,25,0,0,,N
AMR-15375517,Active,3/6/2002,6/11/2004,Basic,HN9000,,Indirect,UNKNOWN,HNS Customers,Marka,Bram,4511 HAUN 304 385 0 0,LIVERMORE, CA,94551,Mark.Bram@compuserve.com,,0,Broadband Remote,0,HN9000 Upgrade,2,17-2-1955,57,5,1,0,
AMR-15387408,Active,7/11/2003,10/30/2005,Elite,HN7000S,,Indirect,Best Buy,HNS Customers,Willisa,Gilleece,7310 BOX LN LN 0 0,LORRAINE, NY,13659,Willis.Gilleece@gmail.com,,0,Spaceway,0,HN9000 Upgrade,2,20-7-1965,47,0,0,0,
AMR-15392847,Active,6/12/2003,3/31/2007,Basic_Ltd,UNK,Web orders,Direct,TAG,HNS Customers,Davida,Sesha,2829 SHANNY 0 30 0 0,KING GEORGE, VA,22485,David.Sesha@yahoo.com,,G16-VER-1K,Broadband Remote,0,National Sales,1,12-2-1986,26,7,1,1,
AMR-15393825,Active,10/25/2001,5/26/2003,Power150,,,Indirect,TAG,HNS Customers,Robert and,Moore,1289 BAUGHN ST LN 0 0,SANDY, UT,84070,Robert and.Moore@wexzone.com,BAD,SPACEWAY3,Broadband Remote,0,Retail       ,2,24-6-1974,38,6,0,0,
AMR-15403555,Active,4/5/2002,3/11/2005,Proplus,HN7000S,Retail/others,Indirect,ACS Pre-Install,HNS Customers,Sam,Luna,PO FINCH BRIDGE 0 0 0,BLACK MOUNTAIN, NC,28711,Sam.Luna@geeksquad.com,,G17-HOR-6K,Broadband Remote,0,Direct,1,16-4-1972,40,0,0,0,
AMR-15410791,Active,2/1/2002,8/2/2005,Home,DW4020,Retail/others,Indirect,Hughes Web Order,HNS Customers,Bill,Shillingstad,69330 BOX ST RD 0 0,APTOS, CA,95003,Bill.Shillingstad@sipnsearch.com,BAD,,Broadband Remote,0,Retail,2,20-9-1984,28,D,1,1,N
AMR-15414643,Active,4/10/2002,5/22/2004,Pro,,Web orders,Indirect,Perfect 10,HNS Customers,Loren,Scott,14321 S FRIANT RD 0 0,BUNKER HILL, IL,62014,Loren.Scott@aol.com,GOOD,AM6-HOR-21K,Broadband Remote,EXPRESS REPAIR HOME WITH TERM,DW6000 Upgrade,2,28-11-1982,30,9,1,1,N
AMR-15416139,Active,4/11/2002,6/3/2004,Proplus,HN9000,Call Center,Indirect,ACS Pre-Install,HNS Customers,Clifton,Burkhart,63966 250TH ST,NEW CASTLE, PA,16102,cburkhart@hughes.net,GOOD,SPACEWAY3,Spaceway,,HN9000 Upgrade,1,27-2-1968,44,A,2,0,N
